date,text,sentiment score
2008-07-17 04:00:00+00:00,"Euphoria tinged with a bit of panic swept Wall Street on Wednesday, as battered financial shares roared back in their biggest one-day rally ever.",-0.759885
2008-07-17 04:00:00+00:00,"Thomas Daley, who runs an online barter site, is helping to lead a trend that has grown broadly over the past 25 years.",0.930538
2008-07-17 04:00:00+00:00,Congressional Republicans met with the Treasury secretary on Wednesday about his plan for a possible government rescue of the nation’s two largest mortgage finance companies.,0.0
2008-07-17 04:00:00+00:00,Guitar Hero has turned millions of people into rock stars with plastic guitars. But can they shred on a Nokia?,-0.542465
2008-07-17 04:00:00+00:00,"During the last nine months, stock markets have once again followed fashionably falling hemlines. ",-0.849011
2008-07-18 04:00:00+00:00,"With the Karachi Stock Exchange suffering through its worst losing run in at least 18 years, investors are taking to the streets to show their anger at the new government.",-0.953396
2008-07-18 04:00:00+00:00,The company’s profits rose for the quarter based on strong PC sales in developing markets and rising demand from corporate customers.,0.805867
2008-07-18 04:00:00+00:00,Stocks surged higher for a second day as oil prices continued to plunge and Wall Street embraced an encouraging earnings report from JPMorgan Chase.,0.825431
2008-07-18 04:00:00+00:00,"During the past 12 months, Merrill, known for its “Thundering Herd” of stockbrokers, has lost about $19.2 billion, which works out to about $52 million a day.",0.264224
2008-07-18 04:00:00+00:00,"In the current downward spiral, every institution wants more liquidity and less leverage.",-0.548961
2008-07-18 04:00:00+00:00,The Democratic initiative to spur exploration in areas where drilling has been sanctioned fell short of the margin needed under rules used to bring the measure to the floor.,0.0
2008-07-18 04:00:00+00:00,Google and Microsoft issued quarterly results on Thursday that disappointed investors.,-0.753682
2008-07-18 18:24:47+00:00,David Einhorn got a lot of attention this year — both positive and negative — with his ardent assertions that Lehman Brothers was in more pain than the firm was letting on.,-0.533344
2008-07-18 18:35:56+00:00,"Knocked around by credit woes and earnings shocks and oil prices, bulls and bears alike seemed ready to get out of town today.",-0.660696
2008-07-19 04:00:00+00:00,Brazilian companies are engaging in a new and controversial wave of investment by buying up contracts of young soccer players and lending the players to teams.,0.884916
2008-07-19 04:00:00+00:00,Indexes were mixed as investors weighed an increase in oil prices against better-than-expected earnings from Citigroup.,0.365101
2008-07-19 04:00:00+00:00,Shares of Freddie Mac rose 10 percent after the company registered with the Securities and Exchange Commission and reiterated its commitment to raise more capital.,0.936107
2008-07-19 04:00:00+00:00,There was hope this week that financial stocks have finally fallen so far that they are great investments.,0.910969
2008-07-19 04:00:00+00:00,"What if oil prices stage a significant and persistent retreat? The question took on some urgency this week when crude oil lost about $16 a barrel, or more than 11 percent.",-0.7393
2008-07-19 04:00:00+00:00,"Citigroup’s chief executive positioned the loss, largely caused by $7.2 billion of loan write-downs, as progress.",-0.729978
2008-07-19 04:00:00+00:00,"The major stock indexes finished mixed on Friday, and the broader market was nearly unchanged, pleasing investors who were expecting another volatile session.",0.694495
2008-07-19 16:54:51+00:00,"In an ominous sign, venture capital firms are cutting back on their investments in companies at their earliest stage of development to provide extra financing for later-stage companies.",0.0
2008-07-20 04:00:00+00:00,"The credit crisis has exacerbated a dangerous division between average borrowers and an elite slice of corporations, banks and executives enriched by the mortgage mania.",-0.783638
2008-07-20 04:00:00+00:00,"Oil prices dropped sharply last week, and the stock market rallied after four weeks of losses.",-0.935394
2008-07-20 04:00:00+00:00,"With high name recognition and a place among the world’s banking leaders, Citigroup hardly needed the Citi name plastered on a ballpark.",0.458926
2008-07-20 04:00:00+00:00,"Jerry Wolkoff is trying to convince planners that his design for a project in mid-Suffolk County will get more Long Islanders walking, biking and bus riding.",-0.423392
2008-07-20 04:00:00+00:00,The banking news is not all that bad. Readers can handle it.,-0.879056
2008-07-20 04:00:00+00:00,"Were voters forced to actually focus on John McCain’s response to our economic crisis, the prospect of his ascension to the Oval Office could set off panic.",-0.758717
2008-07-20 04:00:00+00:00,"The chairman of Condé Nast defies the image of the media baron driven by love of the limelight, politics or money.",0.0
2008-07-20 04:00:00+00:00,"Fifty-nine stories does not seem like much now, but when planned in 1929, the City Bank-Farmers Trust Building was to be the tallest skyscraper in the world after the Empire State Building.",0.485738
2008-07-20 04:00:00+00:00,"With jet fighters overhead, it was easy to be distracted at the Farnborough International Airshow last week. But for executives, there were distractions on the ground, too.",-0.573182
2008-07-20 04:00:00+00:00,Erin Burnett’s meteoric rise is the most recent example of how television networks try to transform fresh-faced hosts into household names.,0.0
2008-07-20 04:00:00+00:00,"Market chatter is one thing, malign rumor that distorts the market quite another.",-0.925978
2008-07-21 04:00:00+00:00,Critics say that the rescue plan for Fannie Mae and Freddie Mac tilts in favor of the companies.,0.0
2008-07-21 04:00:00+00:00,"The government rescue of the housing giants will test the world’s faith in U.S. markets, as about one-fifth of the lenders’ securities are held by foreign investors.",0.796884
2008-07-21 04:00:00+00:00,One contraband product trumps all others: a drug popular with people seeking a painless way to end their lives.,-0.432103
2008-07-21 13:50:31+00:00,"Will Roche need to dig deeper to win Genentech? And could its $43.7 billion takeover offer put other big biotechs in play? Those were some of the questions swirling around Wall Street on Monday after Roche, based in Switzerland, offered cash and s...",0.441239
2008-07-21 18:14:45+00:00,"Lydia B. Parnes, the director of the Federal Trade Commission’s bureau of consumer protection, says that there is no need to have a new law to govern how Internet advertising companies use data about users. Privacy, she said in an interview, can b...",0.331991
2008-07-22 04:00:00+00:00,Treasury Secretary Henry M. Paulson Jr. said that examiners are inspecting the books of Fannie Mae and Freddie Mac.,-0.54851
2008-07-22 04:00:00+00:00,"Apple, the third-largest personal computer maker in the United States, continued to benefit from the significant market share gains of its Macintosh computer line.",0.0
2008-07-22 04:00:00+00:00,The Swiss drug maker Roche Holding said it was offering about $43.7 billion to acquire the 44 percent of Genentech that it did not already own.,-0.42294
2008-07-22 04:00:00+00:00,"Amid continuing turmoil in Britain’s banking sector, HBOS said only 8 percent of its shareholders opted to buy into its $8 billion share offering.",-0.46425
2008-07-22 04:00:00+00:00,"After two decades focused on trucks, the company is about to drastically shift focus to building smaller cars.",0.0
2008-07-22 04:00:00+00:00,"The company said it was no longer on track to increase earnings per share by 4 percent to 6 percent this year because the economy has slowed, particularly in June.",0.709989
2008-07-22 04:00:00+00:00,"Citigroup’s investment banking chairman, Michael Klein, will leave the bank, extending a management shake-up after Vikram S. Pandit’s appointment as chief executive in December.",0.0
2008-07-22 21:49:20+00:00,European venture capital firm Wellington Partners has opened a Silicon Valley office to help its investors and entrepreneurs bridge the cultural divide.,0.0
2008-07-22 21:49:20+00:00,European venture capital firm Wellington Partners has opened a Silicon Valley office to help its investors and entrepreneurs bridge the cultural divide.,0.0
2008-07-22 23:17:58+00:00,Among the excuses Yahoo gave for sluggish revenue and disappointing profits in the second quarter were “headwinds” from a weak advertising market and “external swirl related to Microsoft.”,-0.987573
2008-07-23 04:00:00+00:00,The arrest of a wartime Bosnian Serb leader was an unlikely transformation in a country that had appeared to be on a path toward virulent nationalism and isolation.,0.0
2008-07-23 04:00:00+00:00,The support of the United States is vital to Colombia’s transformation from a nation plagued by violence to one that is prosperous and secure.,0.776058
2008-07-23 04:00:00+00:00,"A modest rally on Wall Street accelerated in late trading on Tuesday, as another steep drop in oil prices sent the Dow Jones industrial average surging 135 points to its highest close in a month.",-0.430096
2008-07-23 04:00:00+00:00,"The Congressional Budget Office said a proposed rescue of Fannie Mae and Freddie Mac could appear on the federal budget as a $25 billion cost to taxpayers, but the figure is, at best, a rough estimate.",-0.294491
2008-07-23 04:00:00+00:00,"Results that would have once been viewed as disastrous are now seen as good, even great, by some.",0.912722
2008-07-23 04:00:00+00:00,The Congressional Budget Office said a proposed rescue of Fannie Mae and Freddie Mac could appear on the federal budget as a $25 billion cost to taxpayers.,-0.72213
2008-07-23 11:56:07+00:00,"Vodafone Group, the world's biggest mobile phone operator, announced a surprise stock buyback valued at about $2 billion Wednesday, saying a big share price fall Tuesday had left it undervalued. Its shares rose 3.9 percent in morning trading on th...",0.718301
2008-07-24 04:00:00+00:00,"Zimmer Holdings, the nation’s biggest producer of orthopedic devices, says it will suspend sales of an artificial hip component that some doctors have complained was failing at a high rate.",-0.869035
2008-07-24 04:00:00+00:00,Families in a village that produces some of Bordeaux’s finest wines have been set against one another by a court ruling challenging the way their wines were classified.,0.73182
2008-07-24 04:00:00+00:00,"With gas at $4, Ford is redirecting billions of dollars to build more small cars in a move that Alan R. Mulally, Ford’s chief, hopes will help the automaker thrive, not just survive.",0.830883
2008-07-24 04:00:00+00:00,Lawyers for Jérôme Kerviel say other traders at the bank were involved in unauthorized deals and assert that the practices were tolerated as long as they were profitable.,0.0
2008-07-24 04:00:00+00:00,"Under the terms of the agreement, Nokia can use all of Qualcomm’s patents in its mobile phones and network equipment, and in return it agreed not to use its patents against Qualcomm.",0.0
2008-07-24 05:27:00+00:00,"The following is the prepared text of Senator Barack Obama in Berlin, Germany, as provided by his presidential campaign.",0.0
2008-07-25 04:00:00+00:00,"Congress has hurled vitriol at the IntercontinentalExchange, but its founder views the business as one of the country’s “most regulated commodity exchanges.”",-0.869599
2008-07-25 04:00:00+00:00,"This progressive and mystically lovely South Carolina city, surrounded by water and wilderness, can be a destination for the budget-conscious.",0.892101
2008-07-25 04:00:00+00:00,"With the nation embroiled in a housing crisis, the Department of Housing and Urban Development’s sidelined role is a product of its anachronistic approach.",-0.70855
2008-07-25 04:00:00+00:00,"Widespread fear about the financial sector brought an end to a stock rally, sending the Dow Jones industrials down 283 points.",-0.870386
2008-07-25 04:00:00+00:00,"Antiktex Ltd., a Manhattan company, is one of a handful of companies with large stocks of old fabrics.",0.0
2008-07-25 04:00:00+00:00,"Disappointing June home sales and new worries about banks dragged the Dow Jones industrial average down 283.10 points, or 2.43 percent, its worst loss in a month.",-0.994513
2008-07-25 11:22:15+00:00,"Clear Channel shareholders approved a $17.9 billion takeover by two private equity funds, ending a 20-month effort to take the radio and billboard operator private.",0.0
2008-07-25 23:17:34+00:00,A comedy festival inspires recollections of Dick Cavett’s friend and fellow Nebraskan Johnny Carson.,0.0
2008-07-25 23:17:34+00:00,A comedy festival inspires recollections of my friend and fellow Nebraskan Johnny Carson.,0.740316
2008-07-26 04:00:00+00:00,"General Electric announced that it would reduce its divisions to four from six, reflecting the company’s efforts to shed slow-growing businesses as its stock trades near a five-year low.",0.0
2008-07-26 04:00:00+00:00,"Bonuses for financial employees based in New York could shrink by $10 billion or more this year, officials and experts said.",-0.541062
2008-07-26 04:00:00+00:00,Unexpected increases in consumer confidence and business spending reported on Friday buoyed investors’ spirits after a bumpy week.,0.887861
2008-07-26 04:00:00+00:00,"When Vladimir V. Putin, Russia’s former president and current prime minister, criticized a Russian steelmaker, it resulted in a $6 billion loss in the company’s value.",0.0
2008-07-26 04:00:00+00:00,"Donald R. Keough, a former top executive at the Coca-Cola Company, has turned his speech about how to fail in business — using the example of his own failure with New Coke — into a book.",-0.673771
2008-07-26 04:00:00+00:00,"China said the number of Internet users in the country reached about 253 million last month, ahead of the U.S., thanks to a powerful surge in Internet adoption in the last few years.",0.935627
2008-07-27 04:00:00+00:00,"The price of existing housing in New Jersey will drop 12 percent to 15 percent during the next 12 months and then remain flat, financial analysts said at a conference earlier this month.",-0.735192
2008-07-27 04:00:00+00:00,"The stock market, buoyed Tuesday and Wednesday by optimistic earnings reports and a drop in oil prices, showed signs of moving beyond tepid gains.",-0.505513
2008-07-27 04:00:00+00:00,Readers respond to the public editor on recent columns.,0.0
2008-07-27 04:00:00+00:00,"The Treasury secretary, Henry M. Paulson Jr., preached against “excessive regulation.” But he now finds himself leading an expansive government intervention.",0.0
2008-07-27 04:00:00+00:00,"Over the past few years, Cubs fans have shown up in such large numbers in Milwaukee that they have begun referring to Miller Park as Wrigley Field North.",0.0
2008-07-27 04:00:00+00:00,"The misery for investors doesn’t stem just from the recent sell-off, which pushed stocks into an official bear market. The problem is deeper than that.",-0.954298
2008-07-27 04:00:00+00:00,"Kohlberg Kravis Roberts & Company, the storied private equity firm, is preparing to finally become a public company on the New York Stock Exchange, people briefed on the plan said Sunday.",0.542647
2008-07-27 04:00:00+00:00,"The economy isn’t at its best, oil prices are painfully high, foreclosures are really hurtfully high, job growth in many areas is sluggish or worse ... but over all, it’s not all that bad.",-0.991579
2008-07-27 04:00:00+00:00,"“In 1899, Appa’s grandfather sailed across the Bay of Bengal to seek his fortune under familiar masters in a strange land, leaving behind an emerald of a village on the east coast of India.”",0.0
2008-07-28 04:00:00+00:00,"Amid a financial crisis where the unthinkable has become routine, Wall Street is struggling to get a handle on what will happen next.",-0.954871
2008-07-28 04:00:00+00:00,20th Century Fox Corporation is backing the arrival of “Dr. Seuss’ Horton Hears a Who!” on DVD with one of the biggest marketing pushes in the medium’s history.,0.0
2008-07-28 04:00:00+00:00,"The plan would value Kohlberg Kravis Roberts, the storied private equity firm, at $12 billion to $15 billion.",0.0
2008-07-28 04:00:00+00:00,"Because there are usually lower fees, buying off exchanges tends to be cheaper -- though more labor-intensive -- than buying through networks.",-0.415038
2008-07-28 22:31:32+00:00,"Eric Tyson, M.B.A., a syndicated columnist and the best-selling co-author of ""Home Buying for Dummies,"" ""House Selling for Dummies"" and ""Mortgages for Dummies,"" answered selected readers' questions about mortgages. He is no longer accepting questi...",0.0
2008-07-29 04:00:00+00:00,"The collapse of IndyMac, one of the nation’s largest mortgage lenders, was the most vivid example to date of the dangers confronting banks and their investors.",-0.461658
2008-07-29 04:00:00+00:00,"Wall Street stocks headed steadily downward as shares of investment and commercial banks fell again, giving back some of their gains from last week.",-0.532433
2008-07-29 04:00:00+00:00,Merrill Lynch said it expected to take a $5.7 billion write-down because of losses on its mortgage assets.,-0.83764
2008-07-30 04:00:00+00:00,"Two trouble spots in the economy showed little sign of improvement in reports released on Tuesday, as home prices fell sharply and consumer confidence stagnated.",-0.92132
2008-07-30 04:00:00+00:00,"Oil has dropped more than $23 a barrel, or 16 percent, and gasoline prices have fallen as Americans drive less.",-0.929272
2008-07-30 04:00:00+00:00,"A trans-Atlantic culture clash at Alcatel-Lucent, the French-American telecommunications equipment maker, hit home Tuesday when the company’s top two executives said they would step down.",-0.710448
2008-07-30 04:00:00+00:00,Viacom said that advertising revenue at its cable channels had been lower than expected in the second quarter.,-0.875252
2008-07-30 04:00:00+00:00,The marriage between Whole Foods Market and Wild Oats Markets was thrown into doubt again by a federal appeals court.,-0.811178
2008-07-30 04:00:00+00:00,"The Securities and Exchange Commission extended an emergency limit on short sales in shares of Freddie Mac, Fannie Mae and 17 brokerage firms as it prepares broader rules to thwart stock manipulation.",-0.880601
2008-07-30 04:00:00+00:00,"A two-bedroom adobe in Santa Fe, N.M.; a live-work loft in a renovated warehouse in Minneapolis; and a five-bedroom house in Chelsea, Vt.",0.44324
2008-07-30 04:00:00+00:00,John P. Grayken made a fortune buying investments no one else seemed to want during the savings and loan debacle in the early 1990s. Now he is trying to repeat that feat by buying mortgages.,0.41819
2008-07-30 04:00:00+00:00,"British Airways and Iberia, the flag carriers of Britain and Spain, said Tuesday that they were discussing an all-stock merger amid a challenging economic climate.",-0.388016
2008-07-30 13:29:20+00:00,"Also in Morning Buzz: the state budget crisis, the confrontation between a police officer and a cyclist, and more headlines from papers in the region.",-0.600644
2008-07-30 18:09:31+00:00,"After leaving the White House, Richard M. Nixon lived for a few years in a town house he bought on the Upper East Side. This is the never-before-told story of how that transaction came to be.",-0.471624
2008-07-30 18:09:31+00:00,"After leaving the White House, Richard M. Nixon lived for a few years in a town house he bought on the Upper East Side. This is the never-before-told story of how that transaction came to be.",-0.471624
2008-07-31 04:00:00+00:00,The bill offers protections for the nation’s mortgage finance giants and help for troubled homeowners.,-0.45183
2008-07-31 04:00:00+00:00,Talking points for patients and physicians.,0.0
2008-07-31 04:00:00+00:00,Wall Street stocks pushed sharply higher for a second day as investors applauded more support from the Fed in helping financial firms work through the financial crisis.,0.822975
2008-07-31 04:00:00+00:00,"The rock star life it wasn’t. From the moment I began working on this story, following 23-year-old Sean Carlson as he planned his first-ever tour from his home — actually, his father’s home — in L.A., it was clear that I would not be experiencing ...",0.238459
2008-08-01 04:00:00+00:00,Evocations of a grim financial past are making some New Yorkers gulp hard and wonder if the ’70s are making a comeback.,0.456513
2008-08-01 04:00:00+00:00,"The Russian president is pressing ahead with a national plan to combat corruption, noting that business had become infuriated by corrupt bureaucrats.",0.0
2008-08-01 04:00:00+00:00,"The share price of the company that owns the venerable New York Stock Exchange has tumbled even more than the stock market, losing 45 percent of its value this year.",-0.611742
2008-08-01 04:00:00+00:00,"Royal Dutch Shell, Europe’s largest oil company, reported a 33 percent increase in second-quarter profit, helped by a higher oil price.",0.967097
2008-08-01 04:00:00+00:00,"Is the fear that John A. Thain, chief of Merrill Lynch, showed in dumping securities for pennies on the dollar an indication that the stock market bottom has been reached?",-0.974949
2008-08-01 04:00:00+00:00,The CBS Corporation reported a 1 percent increase in profit and said it would sell 50 of its 140 radio stations as it shifts its asset mix toward Internet properties.,0.8513
2008-08-02 04:00:00+00:00,"Whole Foods Market is on a mission to revise its gold-plated image, working to convince consumers that it can be an economical place to shop.",0.897536
2008-08-02 04:00:00+00:00,"There are some questions to consider if you are tempted to get rid of your S.U.V., and some tips for figuring out whether it may be more financially sensible to hang onto it for a little longer.",0.609493
2008-08-02 04:00:00+00:00,"Americans have turned more negative on prospects for the stock market than at any time in the last 20 years, which may be good news for investors.",-0.469638
2008-08-02 04:00:00+00:00,Investors have lost their appetite for industrial commodities for the moment.,-0.608535
2008-08-03 04:00:00+00:00,Kevin Phillips argues that America’s monomaniacal focus on finance is hurting us in the diverse global economy.,-0.884466
2008-08-03 04:00:00+00:00,Steve Wynn is expanding his casino empire at a precarious time: some fear that the big spenders will start to cut back.,-0.868652
2008-08-03 04:00:00+00:00,"The jump in oil and food prices and the decline of the housing market all happening at the same time seem a strange coincidence, not a development linked by cause and effect.",-0.834234
2008-08-03 04:00:00+00:00,"The rally that began three weeks ago is fully supported by investor sentiment and not by fundamentals, suggesting that the bottom of this bear market has not yet been reached.",-0.71264
2008-08-03 04:00:00+00:00,"Despite gloomy economic data, the stock market was little changed for the week.",-0.735486
2008-08-03 04:00:00+00:00,The Federal Reserve should say no to the private equity firms that say they are ready to invest huge amounts in ailing banks.,-0.766599
2008-08-03 04:00:00+00:00,"Every Monday and Friday, members of an informal group called Retired Old Men Eating Out gather at the Silver Star Restaurant on the Upper East Side to discuss politics.",0.0
2008-08-03 04:00:00+00:00,"For gold-medal hopefuls like Nastia Liukin, there’s just one big chance to make it as a marketing darling.",0.874938
2008-08-03 04:00:00+00:00,"The Fleetwood area of Mount Vernon, in southern Westchester County, has streets lined with lush gardens and is only a 30-minute rail commute from Grand Central Terminal.",0.0
2008-08-04 04:00:00+00:00,Richard X. Bove is one of the few analysts to predict the housing market blow-up. He is also one of the few whose advice would have made money for investors over the past year.,0.535545
2008-08-05 04:00:00+00:00,"A 2004 memo warned of problematic loans at the mortgage giant, but the questionable practices continued.",-0.922169
2008-08-05 04:00:00+00:00,"Consumer spending increased 0.6 percent in June, but prices rose 0.8 percent, the government reported, indicating months of challenges to come.",-0.927802
2008-08-05 04:00:00+00:00,"Growth in China is expected to slip a couple of percentage points below the double digit threshold over the coming year, relieving inflationary pressure but undermining global growth.",-0.542058
2008-08-05 04:00:00+00:00,Merrill Lynch’s chief said he sold mortgage investments at fire-sale prices to bolster employee morale.,-0.6116
2008-08-05 04:00:00+00:00,"Rupert Murdoch announced the News Corporation would invest $100 million in six regional television channels in India, and he unveiled a new Dow Jones index to track Indian stock markets.",0.0
2008-08-05 16:30:58+00:00,"Among the options the company mentioned to improve shareholder value are regular dividends, a stock buyback plan and possible spinoffs of business units.",0.787411
2008-08-05 16:34:41+00:00,"Back on July 22, Roche of Switzerland offered to purchase the 44 percent of Genentech it does not own for $89 a share, an aggregate amount of $43.7 billion. The market is clearly expecting more, and Genentech, a California-based drugmaker, is trad...",0.325322
2008-08-05 16:35:04+00:00,The drop in oil prices fanned optimism that the crisis in commodities has eased and sent stocks higher.,0.490839
2008-08-05 20:25:50+00:00,"Cisco Systems, the largest maker of networking equipment, reported that its net income in the fourth quarter rose 4.4 percent, to $2 billion, from a year ago.",0.872665
2008-08-06 01:39:15+00:00,"Even if the economy continues to deteriorate, economists generally agree that the United States is not heading for another Great Depression.",-0.692308
2008-08-06 01:55:59+00:00,"Oil prices touched a three-month low, sending stocks soaring, while the Fed decided to keep its key rate steady.",0.562309
2008-08-06 02:40:49+00:00,"The company, which completed its merger last week with XM Radio, has to persuade shareholders that it has a profitable future.",0.608015
2008-08-06 04:06:28+00:00,"The company is introducing a free service, intended for marketers, but which will allow anyone to track the popularity of various terms in Google’s search engine.",0.0
2008-08-06 11:31:54+00:00,"Freddie Mac, the big mortgage finance company, reported a gaping quarterly loss and predicted that home prices would fall further than previously projected.",-0.966697
2008-08-06 15:07:19+00:00,"The chairman of General Motors, Rick Wagoner, has the “unified support” of the board and will continue to lead the troubled automaker, G.M.’s lead outside director said.",0.0
2008-08-06 18:29:50+00:00,"Over the last few days, General Motors has made two related announcements. First, the company disclosed that it had lost a stunning $15.5 billion in the second quarter. And then, G.M. followed up that bad news by letting it be known that the compa...",-0.506497
2008-08-06 18:41:12+00:00,Cablevision may decide to sell the Rangers. Or not. But they won’t be cheap.,-0.908003
2008-08-06 20:00:48+00:00,"Estée Lauder and Lancôme have introduced battery-powered mascaras, and both claim that the new wand better separates and more evenly coats lashes more than a traditional brush would.",0.61896
2008-08-06 23:03:20+00:00,"Overstock.com, as readers of this blog know, likes to sue people whom it deems responsible for the ""naked short selling"" that it blames for driving down its share price. It has sued more-or-less every big brokerage firm for facilitating such sales...",-0.5443
2008-08-07 01:15:27+00:00,"Easy money has created enormous problems at Bank United, Florida’s biggest regional bank.",-0.319844
2008-08-07 01:52:19+00:00,"The Blackstone Group reported $165.6 million in profit for its second quarter, excluding costs tied to its initial public offering last June.",-0.445992
2008-08-07 17:58:38+00:00,"The week of the beet continues with a recipe for a rich-tasting, decidedly pink risotto.",0.960116
2008-08-07 18:54:43+00:00,Ex-Ranger Sean Avery says hello to Dallas and hints at a new maturity.,0.756503
2008-08-07 21:52:05+00:00,"Britons have come to the realization that after 17 years of uninterrupted growth, the country’s economy is moving closer to recession, and may already be in one.",-0.514607
2008-08-08 01:13:37+00:00,It has become received wisdom on Wall Street that the Sarbanes-Oxley Act has damaged American competitiveness. But do the facts support that wisdom?,0.458533
2008-08-08 01:52:37+00:00,"Americans sought out more bargains and cheaper goods in July, leaving the nation’s retailers bracing for a painful back-to-school shopping season.",-0.400245
2008-08-08 12:14:53+00:00,"In an assessment that could lead to a substantial charge against its future profits, Google believes its $1 billion investment in advertising partner AOL is souring.",0.613575
2008-08-08 12:15:08+00:00,Gaping losses at Fannie Mae and Freddie Mac are causing the two mortgage giants to slow their purchases of home loans at a time when the government is counting on them to help prop up the housing market.,-0.981265
2008-08-08 12:18:31+00:00,Sprint Nextel said late Thursday it has canceled a proposed $3 billion convertible stock offering that it had announced the day before.,-0.846857
2008-08-08 14:38:45+00:00,"A day after Wall Street shares dropped sharply, the Dow gained more than 300 points, and the impetus appeared to be a big drop in commodity prices.",-0.916277
2008-08-08 19:11:13+00:00,The clients most in need of help often get the least access to competent financial advice. But Citi’s global wealth management unit has come up with a way to try to serve this untapped market.,0.770124
2008-08-08 21:30:07+00:00,"In the Sephardic area of Gravesend, Brooklyn, the largest houses and most elaborate hedges and porches are centered on two thoroughfares: Avenue T and Ocean Parkway.",0.0
2008-08-08 22:16:49+00:00,"For decades, planning board officials discouraged apartments above stores in Hastings-on-Hudson’s small-business district. These days, officials are rethinking that approach.",-0.929559
2008-08-09 03:23:31+00:00,"Rackspace Hosting, a San Antonio company that provides Web hosting to corporate clients, went public Friday, but its shares sank 20 percent in their first day of trading.",0.781401
2008-08-09 03:48:32+00:00,"At 18, Paulie Harraka of Wayne has 13 national and 6 world go-karting championships, not to mention an academic scholarship.",0.0
2008-08-09 17:03:37+00:00,"Credit cards have become commonplace in Turkey, but so has the curse of debt.",-0.90295
2008-08-09 20:10:54+00:00,"As Jeff Bewkes whittles away at the Time Warner empire, it’s become clear that the company will have unraveled the two great megamergers that created its current shape.",0.772522
2008-08-09 21:40:47+00:00,"The Las Vegas region is running out of land and water to sustain its growth, driving development in a dusty desert outpost.",-0.505488
2008-08-10 02:53:10+00:00,"In this volatile market, it’s important to pay attention to how recent market slides are affecting your long-term asset allocation strategy.",0.858566
2008-08-10 03:17:28+00:00,"Long popular in the U.S., fractional ownership — in which the costs of a vacation home are divided among a pool of members — is steadily making its way across the Atlantic.",0.0
2008-08-10 21:11:40+00:00,"Knol, Google’s new site where experts share knowledge on a variety of topics, has rekindled fears among some media companies that Google is edging in on their turf.",-0.448666
2008-08-11 12:20:33+00:00,"Thailand’s former prime minister Thaksin Shinawatra said that he was seeking refuge in London, far from the political battles that have racked the country.",0.377299
2008-08-11 12:54:39+00:00,Stocks fell and then recovered after an escalation in the fighting between Russia and Georgia raised concerns among investors that the conflict might endanger Russia’s economic relations with the West.,-0.668108
2008-08-11 19:49:26+00:00,"On Monday, oil traded below $113 a barrel, its lowest level since early May, and the euro, so strong for so long, tumbled below $1.49, its weakest level since February.",-0.811271
2008-08-12 02:53:25+00:00,"Since 2002, when research was formally separated from investment banking, the quality of research on Wall Street has deteriorated, and many top analysts have left the business.",0.0
2008-08-12 10:29:30+00:00,"JPMorgan Chase incurred losses of about $1.5 billion for the quarter to date, as it continued to be hurt by wider credit spreads, lower levels of liquidity, as well as the disruption in the credit and mortgage markets, the bank said in a regulator...",-0.918536
2008-08-12 10:57:34+00:00,"At a recent conference, Frank P. Quattrone, the former star analyst, opined that former New York attorney general Eliot Spitzer’s landmark research analysts settlement had been disastrous for the quality of research. DealBook’s Andrew Ross Sorkin ...",0.0
2008-08-12 11:03:07+00:00,"UBS will separate its business into three autonomous units after it identified weaknesses in its integrated one-bank strategy, the Swiss bank said Tuesday, after posting a worse-than-expected second quarter loss of around $330 million.",-0.845702
2008-08-12 14:47:56+00:00,Soft-cooked beans simmered in a flavorful liquid are a wonderful accompaniment to grilled sausages.,0.968504
2008-08-12 15:19:32+00:00,"Two analysts on Tuesday lowered their third-quarter earnings estimates for Goldman Sachs, the investment bank led by Lloyd Blankfein that has seemed to whistle past the recent credit crisis.",-0.900517
2008-08-12 18:54:27+00:00,"For high art, Berlin is an embarrassment of riches. But when it comes to high fashion it has been pretty much slim pickings, until recently.",-0.578602
2008-08-13 00:30:58+00:00,A rule that made it harder to short some financial stocks expired as the Securities and Exchange Commission considered whether to tighten the rules on short selling.,-0.604117
2008-08-13 01:43:46+00:00,"The market for sport utility vehicles is starting to look a lot like the housing market, spreading pain to consumers, automakers and dealers.",-0.713091
2008-08-13 11:07:49+00:00,JPMorgan Chase shares tumbled nearly 10 percent Tuesday as the bank’s disclosure about escalating losses in its mortgage portfolio set off new concerns about the health of the overall financial sector.,-0.961903
2008-08-13 11:08:44+00:00,"Hong Kong Exchanges & Clearing reported its first drop in quarterly profit in three years, as falling trading volume and the absence of one-off gains led to a 6 percent decline in second-quarter earnings.",-0.73913
2008-08-13 11:34:12+00:00,"As a rule that made it harder to short some financial stocks, The New York Times’ Floyd Norris takes a look at how it affected some of the stocks involved.",-0.745237
2008-08-13 12:44:23+00:00,Another month of weak retail sales in July added to evidence that the spending power of American consumers has weakened considerably.,-0.915421
2008-08-13 16:56:36+00:00,Cleveland Cliffs’ recently filed registration statement about its troubled deal with Alpha Natural Resources still raises more questions than it answers.,0.906925
2008-08-13 20:54:26+00:00,"In 1926, Coco Chanel revolutionized fashion with the introduction of a little black dress in crepe de Chine, an idea that proved so culturally pervasive that today most women own at least one L.B.D. In recent years, the L.B.D.’s very ubiquity has ...",0.623281
